Sex,Age,Race,Juv_fel_count,Juv_misd_count,Juv_other_count,Priors_count,C_charge_degree,Target
Male,27,African-American,0,0,0,1,F,Survived
Female,24,African-American,0,0,0,6,M,Survived
Male,42,Caucasian,0,0,0,0,F,Survived
Male,25,Caucasian,0,0,0,1,F,Survived
Male,25,African-American,0,0,0,0,F,Survived
Male,22,African-American,0,0,0,0,F,Survived
Male,21,Caucasian,0,0,0,0,F,Survived
Male,30,African-American,0,0,0,1,M,Survived
Male,46,Caucasian,0,0,0,9,M,Survived
Male,26,African-American,0,0,0,2,M,Survived
Male,33,African-American,0,0,0,0,F,Recidivated
Male,40,African-American,0,0,0,1,M,Survived
Male,34,Caucasian,0,0,0,0,F,Survived
Male,22,Caucasian,0,0,0,1,F,Recidivated
Male,28,Hispanic,0,0,0,3,M,Survived
Male,31,African-American,0,0,0,4,M,Recidivated
Male,59,Caucasian,0,0,0,3,M,Recidivated
Male,37,Native American,0,0,0,0,F,Survived
Male,50,African-American,0,0,0,0,F,Survived
Male,57,African-American,0,0,0,8,F,Recidivated
Male,31,African-American,0,0,0,5,M,Survived
Male,44,African-American,0,0,0,9,F,Survived
Male,48,African-American,0,0,0,5,F,Recidivated
Female,25,Caucasian,0,0,0,0,F,Survived
Male,51,African-American,0,0,0,5,M,Survived
Male,50,Caucasian,0,0,0,0,F,Recidivated
Male,57,Caucasian,0,0,0,2,F,Survived
Male,55,Caucasian,0,0,0,0,M,Survived
Male,59,African-American,0,0,0,4,F,Recidivated
Female,42,African-American,0,0,0,0,F,Survived
Male,20,Hispanic,2,0,0,2,F,Recidivated
Male,21,Other,0,0,0,0,F,Survived
Male,32,African-American,0,0,0,21,F,Recidivated
Female,24,Hispanic,0,0,0,0,M,Survived
Male,42,African-American,0,0,0,1,F,Survived
Male,29,African-American,0,0,0,8,F,Recidivated
Male,21,African-American,0,0,0,1,F,Survived
Male,58,Caucasian,0,0,0,0,M,Survived
Male,22,African-American,0,0,1,1,F,Recidivated
Male,46,Caucasian,0,0,0,1,M,Recidivated
Male,50,Caucasian,0,0,0,0,M,Recidivated
Male,46,African-American,0,0,0,2,F,Survived
Female,44,African-American,0,1,0,11,F,Recidivated
Male,35,African-American,0,0,0,4,M,Survived
Male,30,African-American,0,1,0,14,F,Recidivated
Male,42,African-American,0,0,0,2,F,Survived
Male,46,African-American,0,0,0,5,F,Recidivated
Male,42,African-American,0,0,0,0,F,Recidivated
Male,29,Caucasian,0,0,0,7,F,Recidivated
Male,32,African-American,0,0,1,8,F,Survived
Male,31,Other,0,0,0,5,F,Survived
Female,33,African-American,0,0,0,1,M,Survived
Male,25,Caucasian,0,0,0,4,F,Survived
Female,33,African-American,0,0,0,0,M,Survived
Male,21,Hispanic,0,0,0,1,F,Survived
Male,35,Caucasian,0,0,0,1,F,Recidivated
Male,56,African-American,0,0,0,1,F,Survived
Male,38,Caucasian,0,0,0,0,M,Recidivated
Female,40,African-American,0,0,0,4,M,Survived
Male,28,African-American,0,0,1,4,F,Survived
Male,51,African-American,0,0,0,0,M,Survived
Male,35,African-American,0,0,0,2,M,Survived
Male,61,African-American,0,0,0,5,F,Survived
Male,25,African-American,0,0,0,0,F,Survived
Male,25,African-American,0,0,0,4,F,Recidivated
Male,26,African-American,0,0,0,0,M,Survived
Male,42,Caucasian,0,0,0,1,M,Survived
Female,25,African-American,0,0,0,1,F,Survived
Male,26,African-American,0,1,0,13,M,Recidivated
Male,31,African-American,0,0,0,9,F,Survived
Male,35,Caucasian,0,0,1,1,F,Survived
Male,34,Caucasian,0,0,0,0,F,Survived
Female,33,Caucasian,0,0,0,1,M,Survived
Male,30,African-American,0,0,1,3,F,Survived
Female,50,African-American,0,0,0,7,M,Survived
Male,21,African-American,0,0,0,0,F,Survived
Male,31,Hispanic,0,0,0,16,F,Recidivated
Male,31,African-American,0,0,0,2,F,Recidivated
Female,23,African-American,0,0,0,0,M,Survived
Male,25,African-American,0,0,0,1,F,Survived
Female,24,Caucasian,0,0,0,1,F,Survived
Male,31,African-American,0,0,0,13,M,Recidivated
Male,60,African-American,0,0,0,0,F,Survived
Male,30,African-American,0,0,0,2,F,Survived
Female,32,Other,0,0,0,0,M,Survived
Male,46,Caucasian,0,0,0,0,M,Survived
Male,21,Caucasian,0,0,1,0,M,Recidivated
Male,35,African-American,0,0,0,0,F,Survived
Male,34,Hispanic,0,0,0,2,F,Recidivated
Male,41,Asian,0,0,0,2,F,Recidivated
Male,23,African-American,0,0,0,1,F,Recidivated
Male,23,African-American,0,0,0,3,F,Recidivated
Male,28,African-American,0,0,0,2,M,Survived
Male,21,Hispanic,0,0,0,0,F,Recidivated
Male,46,Caucasian,0,0,1,2,M,Survived
Male,56,African-American,0,0,0,1,F,Survived
Male,40,Hispanic,0,0,0,8,F,Recidivated
Male,30,Hispanic,0,0,0,5,F,Recidivated
Male,24,African-American,0,0,0,1,M,Recidivated
Female,33,Caucasian,0,0,0,0,M,Survived
Male,48,Caucasian,0,0,0,2,M,Survived
Male,33,African-American,0,0,0,11,F,Recidivated
Male,25,Hispanic,0,0,0,0,F,Survived
Male,30,African-American,0,1,1,7,F,Recidivated
Male,37,Hispanic,0,0,0,0,F,Recidivated
Female,43,Caucasian,0,0,0,7,F,Survived
Male,32,Caucasian,0,0,0,0,F,Survived
Male,33,Other,0,0,0,3,F,Survived
Male,39,Other,0,1,0,4,F,Recidivated
Male,49,Caucasian,0,0,0,4,F,Survived
Male,24,Caucasian,0,0,0,0,F,Survived
Male,26,African-American,0,0,0,1,F,Survived
Male,42,Caucasian,0,0,0,0,F,Survived
Male,22,African-American,0,0,0,1,F,Recidivated
Male,36,Hispanic,0,0,0,0,F,Survived
Male,29,Caucasian,0,0,1,7,M,Recidivated
Male,39,Caucasian,0,0,0,0,M,Survived
Male,27,African-American,0,2,1,13,F,Recidivated
Male,38,Caucasian,0,0,0,2,F,Recidivated
Male,20,Caucasian,0,0,0,0,F,Recidivated
Male,25,African-American,2,0,0,4,F,Recidivated
Male,53,Caucasian,0,0,0,0,M,Survived
Female,27,African-American,0,0,0,0,M,Recidivated
Male,21,Other,0,0,0,0,F,Recidivated
Male,50,Caucasian,0,0,0,1,M,Recidivated
Male,41,African-American,0,0,0,4,F,Survived
Male,22,Caucasian,0,0,2,5,F,Recidivated
Male,22,Caucasian,0,0,2,0,F,Recidivated
Male,25,African-American,0,0,0,2,F,Survived
Male,42,African-American,0,0,0,1,F,Recidivated
Male,51,Other,0,0,0,2,F,Survived
Male,24,African-American,0,0,1,0,F,Survived
Male,37,African-American,0,0,0,4,F,Survived
Male,37,Caucasian,0,0,0,0,M,Survived
Female,27,Other,0,0,0,0,M,Survived
Male,21,Other,0,0,0,0,F,Survived
Male,35,African-American,0,0,0,1,F,Recidivated
Female,24,Caucasian,0,0,0,0,F,Survived
Male,49,Caucasian,0,0,0,2,M,Survived
Male,38,African-American,0,0,0,9,F,Survived
Male,61,Other,0,0,0,0,M,Survived
Female,30,African-American,0,0,0,0,M,Survived
Male,22,African-American,0,0,0,3,F,Survived
Male,25,African-American,0,0,0,0,F,Recidivated
Female,30,Hispanic,0,0,0,3,M,Recidivated
Male,52,Caucasian,0,0,0,0,M,Survived
Male,26,Caucasian,0,0,0,0,F,Survived
Male,26,Other,0,0,0,0,M,Survived
Male,45,Caucasian,0,0,0,9,F,Recidivated
Male,20,African-American,0,0,0,0,F,Recidivated
Male,29,African-American,0,0,0,4,F,Survived
Male,43,Caucasian,0,0,0,1,F,Recidivated
Male,26,Caucasian,0,0,0,2,F,Survived
Female,46,African-American,0,0,0,4,F,Survived
Female,46,African-American,0,0,0,0,F,Survived
Male,29,African-American,0,0,0,12,F,Recidivated
Male,41,Caucasian,0,0,0,0,M,Survived
Female,25,African-American,0,0,0,5,F,Survived
Male,23,African-American,1,0,0,2,F,Survived
Male,30,Caucasian,0,0,0,0,M,Survived
Male,34,Caucasian,0,0,0,1,F,Survived
Male,70,Caucasian,0,0,0,11,F,Recidivated
Male,52,Caucasian,0,0,0,2,F,Survived
Male,51,African-American,0,0,0,4,M,Survived
Female,45,Native American,0,0,0,15,F,Recidivated
Male,55,African-American,0,0,0,21,F,Recidivated
Female,49,Caucasian,0,0,0,1,F,Survived
Female,47,Caucasian,0,0,0,0,F,Survived
Male,27,African-American,0,0,0,0,M,Survived
Male,25,Caucasian,0,2,0,5,M,Recidivated
Male,21,African-American,0,1,0,1,F,Recidivated
Male,37,African-American,0,0,1,26,F,Recidivated
Male,21,African-American,0,0,0,1,F,Recidivated
Male,21,African-American,0,0,0,0,F,Survived
Male,25,African-American,0,0,0,4,F,Recidivated
Female,27,African-American,0,0,0,3,F,Recidivated
Male,30,Caucasian,0,0,0,3,F,Recidivated
Male,70,Caucasian,0,0,0,0,M,Survived
Male,37,Caucasian,0,0,0,11,F,Recidivated
Male,46,African-American,0,0,0,5,F,Recidivated
Male,40,Other,0,0,0,4,M,Recidivated
Male,43,African-American,0,0,0,18,F,Recidivated
Male,38,African-American,0,0,0,15,F,Survived
Male,29,African-American,0,0,0,0,F,Survived
Male,37,African-American,0,0,0,8,M,Recidivated
Male,38,Hispanic,0,0,0,3,F,Survived
Female,27,Caucasian,0,0,0,0,F,Survived
Female,20,Other,0,0,0,0,M,Recidivated
Male,44,Hispanic,0,0,0,0,M,Survived
Male,31,Caucasian,0,0,0,6,M,Survived
Male,29,African-American,0,0,0,3,F,Recidivated
Female,30,African-American,0,0,0,0,M,Survived
Female,25,Caucasian,0,0,0,2,F,Recidivated
Male,40,African-American,0,0,0,3,F,Survived
Male,33,Caucasian,0,0,0,1,M,Survived
Male,26,Caucasian,0,0,0,5,F,Recidivated
Male,31,Hispanic,0,1,0,1,M,Survived
Male,61,Caucasian,0,0,0,1,M,Survived
Male,30,Caucasian,0,0,0,2,F,Survived
Male,62,Caucasian,0,0,0,0,M,Survived
Female,27,Caucasian,0,0,0,4,M,Recidivated
Male,48,Caucasian,0,0,0,9,F,Survived
Female,40,Caucasian,0,0,0,0,F,Survived
Male,24,Caucasian,0,0,0,0,F,Survived
Male,22,African-American,0,0,0,0,F,Recidivated
Male,30,African-American,0,0,0,4,M,Recidivated
Male,63,Caucasian,0,0,0,0,M,Survived
Male,33,African-American,0,0,0,4,F,Survived
Male,43,Caucasian,0,0,0,0,M,Recidivated
Male,26,African-American,0,0,0,3,F,Recidivated
Male,51,African-American,0,0,0,1,F,Survived
Male,39,Caucasian,0,0,0,3,F,Recidivated
Female,30,Hispanic,0,0,0,0,M,Recidivated
Male,32,African-American,0,0,0,14,F,Recidivated
Male,22,African-American,0,0,0,0,M,Survived
Male,59,Caucasian,0,0,0,0,F,Survived
Male,38,African-American,0,5,0,37,M,Recidivated
Male,23,African-American,0,0,0,2,F,Survived
Male,42,African-American,0,0,0,0,M,Recidivated
Male,38,African-American,0,0,0,2,F,Recidivated
Female,34,Caucasian,0,0,0,2,F,Survived
Female,36,African-American,0,0,0,7,F,Recidivated
Male,36,African-American,0,0,0,0,M,Recidivated
Male,31,African-American,0,0,0,1,F,Survived
Female,28,African-American,0,0,0,3,F,Recidivated
Male,28,African-American,0,0,0,1,F,Recidivated
Male,43,African-American,0,0,0,0,F,Survived
Male,40,African-American,0,0,0,1,F,Survived
Male,31,African-American,0,2,0,15,F,Recidivated
Male,54,African-American,0,0,0,6,F,Recidivated
Male,24,African-American,0,0,0,17,F,Recidivated
Male,41,Hispanic,0,0,0,0,F,Recidivated
Male,21,African-American,0,0,1,1,F,Recidivated
Female,29,Hispanic,0,0,0,1,F,Recidivated
Male,22,African-American,0,0,1,0,F,Survived
Male,52,Hispanic,0,0,0,9,F,Recidivated
Female,40,Other,0,0,0,0,F,Survived
Female,45,African-American,0,0,0,1,F,Survived
Male,29,African-American,0,0,0,1,M,Recidivated
Male,46,African-American,0,0,0,10,F,Recidivated
Male,21,Caucasian,0,1,2,1,F,Survived
Male,35,Caucasian,0,0,0,6,F,Recidivated
Male,52,African-American,0,0,0,1,M,Recidivated
Male,48,Caucasian,0,0,0,0,M,Survived
Female,29,African-American,0,0,3,9,M,Recidivated
Male,48,Caucasian,0,0,0,0,M,Survived
Male,31,African-American,0,0,0,10,F,Recidivated
Male,21,Caucasian,0,0,0,3,F,Recidivated
Male,32,Other,0,0,0,0,F,Recidivated
Male,47,African-American,0,0,0,0,M,Survived
Male,21,African-American,1,2,2,3,F,Recidivated
Male,35,African-American,3,0,0,13,F,Survived
Male,46,African-American,0,0,0,3,M,Recidivated
Male,34,African-American,0,0,0,5,F,Recidivated
Male,52,African-American,0,0,0,2,F,Survived
Male,21,Caucasian,0,0,0,0,M,Recidivated
Male,53,Caucasian,0,0,0,1,M,Survived
Female,19,Caucasian,0,0,0,0,F,Recidivated
Male,22,African-American,0,0,0,0,M,Survived
Male,45,African-American,0,0,0,1,F,Survived
Female,27,Caucasian,0,0,0,0,F,Survived
Male,25,Caucasian,0,0,0,0,M,Survived
Male,30,Caucasian,0,0,0,0,F,Recidivated
Male,31,African-American,0,0,0,2,F,Recidivated
Male,28,Caucasian,0,0,0,3,F,Survived
Male,36,African-American,0,0,0,3,M,Recidivated
Male,27,African-American,0,0,0,7,F,Recidivated
Male,42,African-American,0,0,0,1,F,Survived
Male,35,Caucasian,0,0,0,0,F,Recidivated
Female,33,Caucasian,0,0,0,2,F,Survived
Male,24,Hispanic,1,0,0,6,F,Recidivated
Male,25,African-American,0,1,0,21,F,Recidivated
Female,42,Caucasian,0,0,0,0,M,Survived
Male,21,African-American,0,0,0,0,F,Recidivated
Female,28,African-American,0,0,0,0,M,Survived
Male,27,African-American,0,0,0,25,F,Recidivated
Female,21,Caucasian,0,0,0,0,F,Survived
Male,26,Caucasian,0,0,0,0,M,Recidivated
Male,36,Caucasian,0,0,0,0,F,Survived
Male,49,Caucasian,0,0,0,0,F,Recidivated
Male,44,Caucasian,0,0,0,0,F,Recidivated
Male,28,Caucasian,0,0,0,1,M,Survived
Female,35,African-American,0,0,0,12,F,Recidivated
Male,34,African-American,0,0,0,3,F,Survived
Male,45,African-American,0,0,0,15,F,Recidivated
Male,28,African-American,0,0,0,9,F,Recidivated
Female,25,African-American,0,0,0,1,F,Survived
Male,21,African-American,0,1,0,1,M,Survived
Male,48,African-American,0,0,0,1,F,Survived
Male,37,Caucasian,0,0,0,1,M,Survived
Male,24,African-American,0,0,0,3,F,Recidivated
Male,37,Caucasian,0,0,0,1,M,Recidivated
Male,39,Caucasian,0,0,0,1,F,Survived
Male,24,Caucasian,0,0,1,1,F,Recidivated
Male,49,Other,0,0,0,2,F,Survived
Male,23,African-American,0,0,0,1,F,Recidivated
Male,43,Caucasian,0,0,0,5,F,Survived
Male,28,African-American,0,0,0,6,M,Recidivated
Male,53,African-American,0,0,0,1,M,Survived
Female,27,African-American,0,0,0,2,M,Recidivated
Male,39,Caucasian,0,0,0,0,M,Survived
Male,47,African-American,0,0,0,22,F,Recidivated
Male,28,African-American,0,0,0,4,F,Recidivated
Male,36,Caucasian,0,0,0,2,F,Survived
Female,24,African-American,0,0,0,1,F,Survived
Male,35,Hispanic,0,0,0,0,M,Survived
Male,23,African-American,0,0,0,3,F,Survived
Male,26,African-American,0,0,0,2,F,Survived
Male,31,African-American,0,0,0,7,F,Recidivated
Female,30,African-American,0,3,2,14,F,Recidivated
Male,25,Caucasian,0,0,0,2,M,Survived
Male,24,African-American,0,0,0,6,F,Recidivated
Male,34,Hispanic,0,0,0,1,F,Recidivated
Male,26,African-American,0,0,0,2,M,Survived
Male,60,Hispanic,0,0,0,0,F,Survived
Female,20,African-American,0,0,0,0,F,Survived
Male,23,Caucasian,0,0,0,0,F,Survived
Male,26,African-American,0,0,0,5,F,Recidivated
Male,40,Caucasian,0,0,0,4,M,Survived
Male,28,Other,0,0,0,1,F,Recidivated
Male,49,Hispanic,0,0,0,1,F,Recidivated
Male,19,African-American,0,1,0,1,F,Recidivated
Male,53,Caucasian,0,0,0,1,F,Survived
Female,24,African-American,0,0,0,0,F,Survived
Male,31,Hispanic,0,0,0,0,F,Survived
Female,33,Caucasian,0,0,0,2,F,Survived
Male,26,Caucasian,0,3,0,8,F,Recidivated
Male,32,Caucasian,0,0,0,2,F,Survived
Male,25,Caucasian,0,0,0,0,F,Recidivated
Male,21,African-American,0,0,0,1,F,Survived
Male,38,African-American,0,0,0,3,F,Survived
Male,23,Caucasian,0,0,0,0,F,Survived
Male,20,Caucasian,0,0,1,0,F,Recidivated
Female,39,Caucasian,0,0,0,4,F,Recidivated
Male,24,African-American,0,0,0,1,F,Recidivated
Male,23,Hispanic,0,0,0,0,F,Survived
Male,49,African-American,0,0,0,3,F,Survived
Male,31,African-American,0,0,0,7,F,Recidivated
Male,20,African-American,0,0,0,1,F,Recidivated
Male,28,Caucasian,0,0,0,0,M,Survived
Male,67,Caucasian,0,0,0,3,F,Survived
Male,33,Hispanic,0,0,0,0,F,Survived
Male,52,African-American,0,0,0,0,F,Survived
Male,45,African-American,0,0,0,17,F,Recidivated
Male,27,African-American,0,0,1,8,F,Recidivated
Male,22,Caucasian,0,0,0,1,F,Survived
Male,40,Caucasian,0,0,0,0,M,Recidivated
Male,30,Caucasian,0,0,0,1,M,Recidivated
Male,42,African-American,0,0,0,1,F,Survived
Male,24,African-American,0,0,1,2,F,Recidivated
Male,46,Caucasian,0,0,0,4,F,Survived
Male,38,African-American,0,0,0,4,F,Survived
Female,32,Hispanic,0,0,0,0,M,Recidivated
Male,26,Caucasian,0,0,0,0,M,Survived
Male,54,Caucasian,0,0,0,1,M,Recidivated
Male,27,Hispanic,0,0,0,2,F,Survived
Male,61,Caucasian,0,0,0,1,F,Survived
Male,51,African-American,0,0,0,1,M,Recidivated
Male,57,Caucasian,0,0,0,0,F,Survived
Male,24,Caucasian,0,0,3,3,M,Recidivated
Male,34,African-American,0,0,0,1,F,Survived
Male,27,Hispanic,0,0,0,1,F,Survived
Female,28,African-American,0,0,0,10,M,Recidivated
Male,35,African-American,0,0,0,10,M,Recidivated
Male,30,African-American,0,0,0,6,F,Recidivated
Male,44,African-American,0,0,0,0,F,Survived
Male,61,Caucasian,0,0,0,10,F,Survived
Male,26,African-American,0,0,0,1,F,Recidivated
Male,48,African-American,1,0,0,10,F,Recidivated
Male,42,African-American,0,0,0,4,M,Survived
Male,38,Caucasian,0,0,0,10,F,Recidivated
Female,53,Caucasian,0,0,0,0,M,Survived
Male,26,African-American,0,0,0,3,M,Survived
Male,22,African-American,0,0,0,1,F,Recidivated
Male,50,Caucasian,0,0,0,0,F,Survived
Male,44,Caucasian,3,0,0,16,M,Survived
Male,24,African-American,0,1,3,4,F,Recidivated
Male,21,African-American,0,0,0,0,F,Recidivated
Male,50,Caucasian,0,0,0,0,F,Survived
Female,36,Caucasian,0,0,0,0,M,Survived
Male,39,Caucasian,0,0,0,0,F,Survived
Female,54,African-American,0,0,0,7,F,Survived
Male,29,African-American,0,0,0,0,M,Survived
Male,26,Caucasian,0,0,0,0,M,Survived
Male,41,African-American,0,0,0,3,F,Recidivated
Male,23,African-American,0,0,0,1,F,Recidivated
Male,34,Caucasian,0,0,0,0,M,Survived
Male,31,Caucasian,0,0,0,11,F,Recidivated
Male,20,African-American,0,0,0,0,F,Survived
Male,49,African-American,0,0,0,10,F,Recidivated
Male,26,African-American,0,0,0,4,F,Recidivated
Male,28,African-American,0,0,0,1,F,Recidivated
Male,26,African-American,0,0,0,0,F,Survived
Male,55,African-American,0,0,0,1,F,Survived
Male,22,African-American,0,0,0,0,M,Survived
Female,26,African-American,0,0,0,0,M,Survived
Male,56,Other,0,0,0,0,M,Survived
Male,46,Other,0,0,0,2,F,Survived
Male,58,African-American,0,0,0,16,F,Recidivated
Male,28,African-American,0,0,0,4,F,Survived
Male,33,African-American,0,0,0,8,F,Survived
Female,31,African-American,0,0,0,0,M,Survived
Male,26,African-American,0,0,0,1,M,Survived
Male,34,Caucasian,0,0,0,0,M,Survived
Male,33,Other,0,0,0,0,F,Survived
Female,32,African-American,0,0,0,0,F,Survived
Male,37,African-American,0,0,0,9,F,Recidivated
Male,50,African-American,0,0,0,1,F,Survived
Male,35,Caucasian,0,0,0,1,F,Survived
Female,47,Caucasian,0,0,0,0,M,Recidivated
Female,52,African-American,0,0,0,8,F,Survived
Male,26,African-American,0,1,2,5,F,Recidivated
Male,45,African-American,0,0,0,13,F,Recidivated
Male,19,Other,0,0,0,0,M,Recidivated
Male,41,African-American,0,0,0,8,F,Recidivated
Male,24,African-American,0,0,0,0,M,Survived
Male,21,African-American,0,1,0,1,F,Survived
Male,54,Caucasian,0,0,0,0,M,Survived
Male,49,Caucasian,0,0,0,0,F,Survived
Male,42,Caucasian,0,0,0,1,F,Survived
Male,21,African-American,0,0,0,1,F,Recidivated
Male,46,Caucasian,0,0,0,5,F,Recidivated
Male,74,Caucasian,0,0,0,0,M,Survived
Female,38,Hispanic,0,0,0,0,F,Survived
Female,39,African-American,0,0,0,1,F,Survived
Female,38,African-American,0,0,0,0,F,Survived
Male,19,African-American,1,0,1,1,F,Recidivated
Male,28,Caucasian,0,0,0,0,F,Recidivated
Male,25,African-American,0,0,0,1,F,Recidivated
Male,53,Caucasian,0,0,0,1,M,Survived
Male,23,African-American,0,1,0,2,F,Survived
Male,55,Caucasian,0,0,0,33,F,Recidivated
Female,64,Caucasian,0,0,0,1,F,Survived
Male,23,African-American,0,0,0,1,M,Recidivated
Male,23,African-American,0,0,2,4,F,Recidivated
Female,41,Hispanic,0,0,0,0,F,Survived
Male,53,Other,0,0,0,0,M,Survived
Male,34,African-American,0,0,0,0,F,Survived
Male,24,Hispanic,0,0,0,0,F,Recidivated
Male,26,African-American,0,0,0,1,M,Survived
Male,44,Caucasian,0,0,0,4,F,Survived
Female,27,Caucasian,0,0,0,0,F,Survived
Male,28,Caucasian,0,0,0,14,F,Survived
Male,55,Caucasian,0,0,0,1,M,Survived
Male,36,African-American,0,0,0,15,F,Survived
Male,23,African-American,0,0,0,1,F,Survived
Male,56,African-American,0,0,0,1,M,Survived
Male,27,Caucasian,0,0,0,2,F,Recidivated
Male,37,Caucasian,0,0,0,1,M,Survived
Male,32,African-American,0,0,0,1,F,Recidivated
Male,41,African-American,2,0,0,18,M,Recidivated
Male,22,African-American,0,0,0,1,F,Recidivated
Male,37,Caucasian,0,0,0,1,F,Recidivated
Male,45,African-American,0,0,0,3,M,Survived
Female,31,African-American,0,0,0,14,F,Survived
Male,42,African-American,0,0,0,7,F,Recidivated
Male,26,African-American,0,2,2,20,F,Recidivated
Male,33,Caucasian,0,0,0,0,F,Recidivated
Male,22,Caucasian,0,0,0,0,M,Recidivated
Female,36,African-American,0,0,0,1,M,Survived
Male,54,Caucasian,0,0,0,0,M,Survived
Male,25,African-American,0,1,2,5,F,Recidivated
Male,24,Caucasian,0,0,0,3,F,Recidivated
Male,23,Hispanic,0,0,0,0,M,Survived
Male,61,Caucasian,0,0,0,0,M,Survived
Female,42,Caucasian,0,0,0,0,M,Survived
Male,28,Caucasian,0,0,0,1,M,Recidivated
Male,27,African-American,0,0,0,1,M,Survived
Male,24,Caucasian,0,0,0,2,M,Survived
Male,32,African-American,0,0,0,16,F,Recidivated
Male,38,Caucasian,0,0,0,0,F,Survived
Male,21,Caucasian,0,1,1,1,M,Survived
Male,27,African-American,0,0,0,1,F,Recidivated
Male,39,Caucasian,0,0,0,0,F,Survived
Male,29,Caucasian,0,0,0,0,F,Survived
Male,29,Caucasian,0,0,0,1,F,Survived
Male,36,Caucasian,0,0,0,1,F,Recidivated
Male,46,African-American,0,0,0,0,F,Recidivated
Male,44,African-American,1,0,0,7,F,Survived
Male,27,African-American,0,0,0,0,M,Survived
Male,27,African-American,0,0,0,8,F,Recidivated
Male,61,Caucasian,0,0,0,0,M,Survived
Male,47,African-American,0,0,0,0,M,Recidivated
Male,27,African-American,0,0,0,1,M,Survived
Male,28,Caucasian,0,0,0,0,F,Recidivated
Female,31,Caucasian,0,0,0,1,M,Recidivated
Male,26,Caucasian,0,0,0,9,M,Recidivated
Male,53,African-American,0,0,0,2,F,Recidivated
Male,26,African-American,0,0,0,1,F,Recidivated
Male,25,African-American,0,0,0,2,F,Survived
Male,23,Other,0,0,0,5,M,Recidivated
Female,21,African-American,0,3,1,4,M,Recidivated
Male,23,African-American,0,0,0,1,M,Survived
Male,30,Other,0,1,1,3,M,Survived
Female,45,African-American,0,0,0,2,F,Survived
Male,27,African-American,0,0,0,2,M,Recidivated
Female,26,African-American,0,0,0,0,M,Survived
Male,21,Caucasian,0,0,0,0,F,Recidivated
Female,62,Caucasian,0,0,0,0,M,Survived
Male,48,Caucasian,0,0,0,0,F,Survived
Male,53,African-American,0,0,0,1,M,Survived
Male,62,African-American,0,0,0,3,M,Recidivated
Male,28,African-American,1,1,0,5,F,Survived
Male,56,Caucasian,0,0,0,1,F,Survived
Male,35,Hispanic,0,0,0,2,F,Survived
Female,56,Hispanic,0,0,0,2,M,Recidivated
Male,22,African-American,1,0,0,2,F,Recidivated
Male,26,African-American,0,0,0,5,F,Recidivated
Male,35,African-American,0,0,0,4,M,Survived
Male,22,African-American,0,0,0,1,F,Recidivated
Female,37,African-American,1,0,0,7,F,Survived
Female,32,African-American,0,0,0,0,F,Survived
Female,33,African-American,0,0,0,3,F,Recidivated
Male,38,Other,0,0,0,2,F,Recidivated
Male,53,Caucasian,0,0,0,0,M,Survived
Male,32,Caucasian,0,0,0,0,M,Survived
Male,26,Caucasian,0,0,0,0,M,Survived
Male,61,Caucasian,0,0,0,0,M,Survived
Male,21,African-American,0,0,0,0,M,Survived
Male,69,African-American,0,0,0,22,M,Survived
Male,26,African-American,0,0,0,0,M,Survived
Male,30,African-American,0,0,0,9,F,Recidivated
Male,21,Caucasian,0,0,0,1,F,Survived
Male,41,Caucasian,0,0,0,0,M,Survived
Male,45,African-American,0,0,0,0,F,Recidivated
Male,31,African-American,0,1,3,10,F,Recidivated
Male,22,Caucasian,0,0,0,0,F,Survived
Female,54,Caucasian,0,0,0,0,F,Recidivated
Male,50,Caucasian,0,0,0,2,M,Recidivated
Male,37,Other,2,0,0,11,F,Survived
Female,21,African-American,0,0,0,0,F,Recidivated
Male,23,Hispanic,0,0,0,6,M,Recidivated
Male,30,Caucasian,0,0,0,0,F,Recidivated
Male,30,African-American,0,0,0,11,F,Recidivated
Male,26,Caucasian,0,0,0,5,M,Survived
Female,59,African-American,0,0,0,0,M,Survived
Male,29,African-American,0,0,0,13,F,Recidivated
Male,67,Hispanic,0,0,0,0,F,Survived
Male,30,Caucasian,0,0,0,13,F,Recidivated
Male,25,African-American,0,0,0,5,M,Recidivated
Male,45,Hispanic,0,0,0,8,F,Survived
Male,22,African-American,0,0,1,0,F,Survived
Male,41,African-American,0,0,0,8,F,Recidivated
Male,46,Asian,0,0,0,3,F,Recidivated
Male,27,Other,0,0,0,0,M,Survived
Female,37,African-American,0,0,0,13,F,Survived
Male,22,African-American,0,0,2,0,F,Recidivated
Male,19,African-American,0,0,0,0,F,Recidivated
Male,45,Caucasian,0,0,0,2,M,Survived
Female,33,African-American,0,0,0,5,F,Recidivated
Male,52,African-American,0,0,0,7,F,Survived
Female,21,African-American,0,0,0,0,F,Survived
Male,43,African-American,0,0,0,6,M,Recidivated
Male,33,Caucasian,0,0,0,3,F,Survived
Male,26,African-American,1,0,0,3,F,Recidivated
Male,37,Caucasian,0,0,0,0,M,Survived
Male,38,African-American,0,0,0,1,F,Recidivated
Male,35,Hispanic,0,0,0,1,M,Recidivated
Male,27,African-American,0,0,0,1,F,Recidivated
Male,40,Other,0,0,0,1,F,Survived
Male,21,African-American,1,0,0,1,F,Survived
Male,38,Caucasian,0,0,0,3,F,Recidivated
Male,37,Caucasian,0,0,0,0,M,Survived
Male,44,Caucasian,0,0,0,0,F,Survived
Male,30,African-American,0,0,0,0,F,Survived
